Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
4319703577,05-05-2016,13658,9.49,9.49,0,2.63,1.41,5.45,0,27,34,328,957,2530
4388161847,05-05-2016,9603,7.38,7.38,0,0.63,1.67,5.09,0,12,39,199,896,2899
4445114986,05-05-2016,3800,2.55,2.55,0,0.12,0.24,2.18,0,2,6,185,734,2120
4558609924,05-05-2016,10611,7.01,7.01,0,1.01,0.50,5.51,0,14,8,370,1048,2262
4702921684,05-05-2016,8614,6.99,6.99,0,0.67,0.22,6.09,0,8,5,241,745,3006
5553957443,05-05-2016,14331,9.51,9.51,0,3.43,1.66,4.43,0,44,29,241,692,2156
5577150313,05-05-2016,7550,5.64,5.64,0,2.50,0.47,2.67,0,45,21,143,1153,3004
6117666160,05-05-2016,9799,7.40,7.40,0,0.00,0.00,7.40,0,0,0,487,479,2636
6290855005,05-05-2016,6339,4.79,4.79,0,0.00,0.00,4.79,0,0,0,239,1201,2682
6775888955,05-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1841
6962181067,05-05-2016,10524,6.96,6.96,0,0.99,1.16,4.81,0,14,22,305,591,2066
7007744171,05-05-2016,15010,11.10,10.04,5,4.33,1.29,5.48,0,53,23,317,1047,2933
7086361926,05-05-2016,8564,5.60,5.60,0,1.78,0.83,2.95,0,24,14,149,1253,2386
8053475328,05-05-2016,14990,11.51,11.51,0,8.85,0.45,2.21,0,93,9,130,1208,2950
8378563200,05-05-2016,8567,6.79,6.79,2,0.89,0.16,5.74,0,66,3,214,764,3783
8583815059,05-05-2016,12427,9.69,9.69,0,0.00,0.00,1.18,0,0,0,70,1370,3266
8792009665,05-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1688
8877689391,05-05-2016,14055,10.67,10.67,0,5.46,0.82,4.37,0,67,15,188,1170,3052
1503960366,06-05-2016,12159,8.03,8.03,0,1.97,0.25,5.81,0,24,6,289,754,1896
1624580081,06-05-2016,1727,1.12,1.12,0,0.00,0.00,1.12,0.01,0,0,102,1338,1341
1644430081,06-05-2016,9787,7.12,7.12,0,0.82,0.27,6.01,0.02,11,6,369,1054,3328
1844505072,06-05-2016,44,0.03,0.03,0,0.00,0.00,0.03,0,0,0,2,1438,1351
1927972279,06-05-2016,2091,1.45,1.45,0,0.00,0.00,1.45,0,0,0,108,1332,2383
2022484408,06-05-2016,10227,7.18,7.18,0,1.87,0.67,4.64,0,24,17,295,1104,2498
2026352035,06-05-2016,8198,5.08,5.08,0,0.00,0.00,5.08,0,0,0,383,511,1736
2320127002,06-05-2016,4878,3.29,3.29,0,0.00,0.00,3.29,0,0,0,204,1236,1742
2873212765,06-05-2016,7063,4.75,4.75,0,0.00,0.12,4.61,0.01,0,5,370,1065,1910
3977333714,06-05-2016,11677,8.28,8.28,0,3.11,2.51,2.67,0,29,55,168,676,1590
4020332650,06-05-2016,4369,3.13,3.13,0,0.00,0.00,3.10,0.01,0,0,177,855,2704
4319703577,06-05-2016,9524,6.42,6.42,0,0.41,0.47,5.46,0,6,11,314,692,2266
4388161847,06-05-2016,13175,10.13,10.13,0,2.11,2.09,5.93,0,33,45,262,1100,3425
4445114986,06-05-2016,4514,3.03,3.03,0,0.00,0.00,3.03,0,0,0,229,809,2211
4558609924,06-05-2016,3755,2.48,2.48,0,0.00,0.00,2.48,0,0,0,202,1238,1722
4702921684,06-05-2016,6943,5.63,5.63,0,0.08,0.66,4.87,0,1,16,207,682,2859
5553957443,06-05-2016,9632,6.29,6.29,0,1.52,0.54,4.23,0,21,9,229,761,1916
5577150313,06-05-2016,4950,3.70,3.70,0,1.93,0.32,1.45,0,41,16,79,1304,2643
6117666160,06-05-2016,3365,2.68,2.68,0,0.00,0.00,2.68,0,0,0,133,673,1838
6290855005,06-05-2016,6116,4.62,4.62,0,0.00,0.00,4.59,0.029999999,0,0,305,1135,2806
6775888955,06-05-2016,4697,3.37,3.37,0,0.47,0.93,1.93,0,12,35,75,1318,2496
6962181067,06-05-2016,5908,3.91,3.91,0,0.00,0.00,3.91,0,0,0,299,717,1850
7007744171,06-05-2016,11459,7.67,7.67,0,3.00,0.81,3.86,0,44,13,247,1136,2553
7086361926,06-05-2016,12461,8.38,8.38,0,3.82,1.43,3.12,0,84,35,154,834,2924
8053475328,06-05-2016,13953,11.00,11.00,0,9.10,0.69,1.21,0,90,15,90,1245,2859
8378563200,06-05-2016,7045,5.59,5.59,2,1.55,0.25,3.78,0,74,5,166,831,3644
8583815059,06-05-2016,5843,4.56,4.56,0,0.14,1.19,3.23,0,2,22,166,1250,2683
8792009665,06-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1688
8877689391,06-05-2016,21727,19.34,19.34,0,12.79,0.29,6.16,0,96,17,232,1095,4015
1503960366,07-05-2016,11992,7.71,7.71,0,2.46,2.12,3.13,0,37,46,175,833,1821
1624580081,07-05-2016,2104,1.37,1.37,0,0.00,0.00,1.37,0,0,0,182,1258,1474
1644430081,07-05-2016,13372,9.72,9.72,0,3.26,0.79,5.67,0.01,41,17,243,1139,3404
1844505072,07-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347
1927972279,07-05-2016,1510,1.04,1.04,0,0.00,0.00,1.04,0,0,0,48,1392,2229
2022484408,07-05-2016,6708,4.71,4.71,0,1.61,0.08,3.02,0,20,2,149,1269,1995
2026352035,07-05-2016,4193,2.60,2.60,0,0.00,0.00,2.60,0,0,0,229,665,1491
2320127002,07-05-2016,7379,4.97,4.97,0,0.00,0.00,4.97,0,0,0,319,1121,1972
2873212765,07-05-2016,4940,3.38,3.38,0,2.28,0.55,0.55,0,75,11,52,1302,1897
3977333714,07-05-2016,11550,7.73,7.73,0,0.00,4.13,3.59,0,0,86,208,703,1574
4020332650,07-05-2016,6132,4.40,4.40,0,0.00,0.00,3.58,0,0,0,184,1256,2975
4319703577,07-05-2016,7937,5.33,5.33,0,0.19,1.05,4.08,0,3,28,279,586,2158
4388161847,07-05-2016,22770,17.54,17.54,0,9.45,2.77,5.33,0,120,56,260,508,4022
4445114986,07-05-2016,5183,3.59,3.59,0,2.13,0.19,1.25,0,26,4,108,866,2123
4558609924,07-05-2016,8237,5.44,5.44,0,1.61,1.00,2.83,0,23,16,233,1116,1973
4702921684,07-05-2016,14370,11.65,11.65,0,0.37,2.31,8.97,0,5,46,439,577,3683
5553957443,07-05-2016,1868,1.22,1.22,0,0.00,0.00,1.22,0,0,0,96,902,1494
5577150313,07-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1819
6117666160,07-05-2016,7336,5.54,5.54,0,0.00,0.00,5.54,0,0,0,412,456,2469
6290855005,07-05-2016,5510,4.17,4.17,0,0.00,0.00,4.16,0,0,0,227,1213,2613
6775888955,07-05-2016,1967,1.41,1.41,0,0.13,0.24,1.05,0,2,5,49,551,1032
6962181067,07-05-2016,6815,4.50,4.50,0,0.00,0.00,4.50,0,0,0,328,745,1947
7007744171,07-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,111,120
7086361926,07-05-2016,12827,8.48,8.48,0,1.46,2.33,4.68,0,20,42,209,621,2739
8053475328,07-05-2016,19769,15.67,15.67,0,12.44,0.88,2.35,0,121,20,148,1076,3331
8378563200,07-05-2016,4468,3.54,3.54,0,0.00,0.00,3.54,0,0,0,158,851,2799
8583815059,07-05-2016,6117,4.77,4.77,0,0.00,0.00,4.77,0,0,0,250,1190,2810
8792009665,07-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1688
8877689391,07-05-2016,12332,8.13,8.13,0,0.08,0.96,6.99,0,105,28,271,1036,4142
1503960366,08-05-2016,10060,6.58,6.58,0,3.53,0.32,2.73,0,44,8,203,574,1740
1624580081,08-05-2016,3427,2.23,2.23,0,0.00,0.00,2.22,0,0,0,152,1288,1427
1644430081,08-05-2016,6724,4.89,4.89,0,0.00,0.00,4.88,0,0,0,295,991,2987
1844505072,08-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347
1927972279,08-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063
2022484408,08-05-2016,3292,2.31,2.31,0,0.00,0.00,2.31,0,0,0,135,1305,1848
2026352035,08-05-2016,5528,3.45,3.45,0,0.00,0.00,3.45,0,0,0,258,610,1555
2320127002,08-05-2016,5161,3.48,3.48,0,0.00,0.00,3.47,0,0,0,247,1193,1821
2873212765,08-05-2016,8168,5.54,5.54,0,2.90,0.00,2.64,0,46,0,326,1068,2096
3977333714,08-05-2016,13585,9.09,9.09,0,0.68,5.24,3.17,0,9,116,171,688,1633
4020332650,08-05-2016,5862,4.20,4.20,0,0.00,0.00,4.15,0,0,0,263,775,3089
4319703577,08-05-2016,3672,2.46,2.46,0,0.00,0.00,2.46,0,0,0,153,603,1792
4388161847,08-05-2016,17298,14.38,14.38,0,9.89,1.26,3.23,0,107,38,178,576,3934
4445114986,08-05-2016,7303,4.90,4.90,0,0.00,0.25,4.65,0,0,8,308,733,2423
4558609924,08-05-2016,6543,4.33,4.33,0,1.80,0.50,2.02,0,66,35,238,1019,2666
4702921684,08-05-2016,12857,10.43,10.43,0,0.68,6.21,3.54,0,9,125,192,1019,3287
5553957443,08-05-2016,6083,4.00,4.00,0,0.22,0.47,3.30,0,3,8,210,505,1762
5577150313,08-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1819
6117666160,08-05-2016,7328,5.53,5.53,0,0.00,0.00,5.53,0,0,0,318,517,2250
6290855005,08-05-2016,7706,5.83,5.83,0,0.00,0.00,5.82,0,0,0,251,1189,2712
6962181067,08-05-2016,4188,2.77,2.77,0,0.00,0.52,2.25,0,0,14,151,709,1659
7086361926,08-05-2016,10677,7.10,7.10,0,2.31,1.53,3.25,0,32,27,147,695,2534
8053475328,08-05-2016,22026,17.65,17.65,0,13.40,0.59,3.66,0,125,14,228,1073,3589
8378563200,08-05-2016,2943,2.33,2.33,0,0.00,0.00,2.33,0,0,0,139,621,2685
8583815059,08-05-2016,9217,7.19,7.19,0,0.22,3.31,3.66,0,3,72,182,1183,2940
8792009665,08-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1688
8877689391,08-05-2016,10686,8.11,8.11,0,1.08,0.20,6.80,0,17,4,245,1174,2847
1503960366,09-05-2016,12022,7.72,7.72,0,3.45,0.53,3.74,0,46,11,206,835,1819
1624580081,09-05-2016,1732,1.13,1.13,0,0.00,0.00,1.13,0,0,0,91,1349,1328
1644430081,09-05-2016,6643,4.83,4.83,0,2.39,0.35,2.09,0.01,32,6,303,1099,3008
1844505072,09-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347
1927972279,09-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063
2022484408,09-05-2016,13379,9.39,9.39,0,2.12,1.63,5.64,0,35,47,297,1061,2709
2026352035,09-05-2016,10685,6.62,6.62,0,0.00,0.00,6.60,0,0,0,401,543,1869
2320127002,09-05-2016,3090,2.08,2.08,0,0.00,0.00,2.08,0,0,0,145,1295,1630
2873212765,09-05-2016,7726,5.19,5.19,0,0.00,0.00,5.19,0,0,0,345,1095,1906
3977333714,09-05-2016,14687,10.08,10.08,0,0.77,5.60,3.55,0,8,122,151,1159,1667
4020332650,09-05-2016,4556,3.27,3.27,0,0.20,0.12,2.94,0,3,5,173,1225,2785
4319703577,09-05-2016,10378,6.96,6.96,0,0.14,0.56,6.25,0,2,14,374,490,2345
4388161847,09-05-2016,10218,7.86,7.86,0,0.34,0.73,6.79,0,6,19,258,1020,3013
4445114986,09-05-2016,5275,3.54,3.54,0,0.00,0.00,3.54,0,0,0,266,641,2281
4558609924,09-05-2016,11451,7.57,7.57,0,0.43,1.62,5.52,0,6,30,339,1065,2223
4702921684,09-05-2016,8232,6.68,6.68,0,0.00,0.57,6.10,0,0,12,253,746,2990
5553957443,09-05-2016,11611,7.58,7.58,0,2.13,0.89,4.56,0,59,22,251,667,2272
5577150313,09-05-2016,3421,2.56,2.56,0,1.43,0.14,0.99,0,34,11,70,1099,2489
6117666160,09-05-2016,4477,3.38,3.38,0,0.00,0.00,3.38,0,0,0,197,125,1248
6290855005,09-05-2016,6277,4.75,4.75,0,0.00,0.00,4.73,0.02,0,0,264,800,2175
6962181067,09-05-2016,12342,8.72,8.68,3,3.90,1.18,3.65,0,43,21,231,607,2105
7086361926,09-05-2016,13566,9.11,9.11,0,4.26,1.71,3.12,0,67,50,171,743,2960
8053475328,09-05-2016,12465,9.38,9.38,0,6.12,0.57,2.69,0,66,12,148,1214,2765
8378563200,09-05-2016,8382,6.65,6.65,2,1.27,0.66,4.72,0,71,13,171,772,3721
8583815059,09-05-2016,9877,7.70,7.70,0,5.76,0.17,1.73,0,66,4,110,1260,2947
8792009665,09-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1688
8877689391,09-05-2016,20226,18.25,18.25,0,11.10,0.80,6.24,0.050000001,73,19,217,1131,3710
1503960366,10-05-2016,12207,7.77,7.77,0,3.35,1.16,3.26,0,46,31,214,746,1859
1624580081,10-05-2016,2969,1.93,1.93,0,0.00,0.00,1.92,0.01,0,0,139,1301,1393
1644430081,10-05-2016,9167,6.66,6.66,0,0.88,0.81,4.97,0.01,12,19,155,1254,2799
1844505072,10-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,1347
1927972279,10-05-2016,0,0.00,0.00,0,0.00,0.00,0.00,0,0,0,0,1440,2063
2022484408,10-05-2016,12798,8.98,8.98,0,2.22,1.21,5.56,0,57,28,271,1084,2797
2026352035,10-05-2016,254,0.16,0.16,0,0.00,0.00,0.16,0,0,0,17,1002,1141
2320127002,10-05-2016,6227,4.20,4.20,0,0.00,0.00,4.20,0,0,0,290,1150,1899
2873212765,10-05-2016,8275,5.56,5.56,0,0.00,0.00,5.55,0.01,0,0,373,1067,1962
3977333714,10-05-2016,13072,8.78,8.78,0,0.07,5.40,3.31,0,1,115,196,676,1630
4020332650,10-05-2016,5546,3.98,3.98,0,0.00,0.00,3.87,0.039999999,0,0,206,774,2926
4319703577,10-05-2016,9487,6.37,6.37,0,0.21,0.46,5.70,0,3,12,329,555,2260
